era,period,interval,style,harmony_preparation,harmony_resolution,harmony_consecutive_permissibility,harmony_consecutive_quantity_max,counterpoint_preparation,counterpoint_resolution,counterpoint_consecutive_permissibility,counterpoint_consecutive_quantity_max,evidence,source_keys,source_urls,decade_specific_evidence,original_csv
19th century,1870-1879,9,19C common-practice pedagogy (not decade-specific in sources),"Dominant major 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1880-1889,9,19C common-practice pedagogy (not decade-specific in sources),"Dominant major 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1890-1899,9,19C common-practice pedagogy (not decade-specific in sources),"Dominant major 9th can be essential/unprepared; if suspension, prepare by tie; otherwise approach by step.",9th normally resolves downward by step to octave/root or chord tone.,No structural consecutive 9ths; passing-note exception.,0 structural; passing exception no source max,Compound 2nd dissonance: prepare as 9-8 suspension or approach as passing from consonance by step.,"Resolve 9-8 downward by step, or continue stepwise to consonance.",No structural consecutive 9ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1800-1809,#9,19C common-practice pedagogy (not decade-specific in sources),Rare/nonstandard as named 19C chordal interval; treat enharmonically or as chromatic appoggiatura/passing tone.,Resolve by step to chord tone; do not treat as stable extension.,No structural consecutive augmented 9ths.,0 structural,"Not strict; free chromatic dissonance only, from consonance by step or prepared suspension-like.",Resolve by step to consonance.,No structural consecutive augmented 9ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1810-1819,#9,19C common-practice pedagogy (not decade-specific in sources),Rare/nonstandard as named 19C chordal interval; treat enharmonically or as chromatic appoggiatura/passing tone.,Resolve by step to chord tone; do not treat as stable extension.,No structural consecutive augmented 9ths.,0 structural,"Not strict; free chromatic dissonance only, from consonance by step or prepared suspension-like.",Resolve by step to consonance.,No structural consecutive augmented 9ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1820-1829,#9,19C common-practice pedagogy (not decade-specific in sources),Rare/nonstandard as named 19C chordal interval; treat enharmonically or as chromatic appoggiatura/passing tone.,Resolve by step to chord tone; do not treat as stable extension.,No structural consecutive augmented 9ths.,0 structural,"Not strict; free chromatic dissonance only, from consonance by step or prepared suspension-like.",Resolve by step to consonance.,No structural consecutive augmented 9ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1830-1839,#9,19C common-practice pedagogy (not decade-specific in sources),Rare/nonstandard as named 19C chordal interval; treat enharmonically or as chromatic appoggiatura/passing tone.,Resolve by step to chord tone; do not treat as stable extension.,No structural consecutive augmented 9ths.,0 structural,"Not strict; free chromatic dissonance only, from consonance by step or prepared suspension-like.",Resolve by step to consonance.,No structural consecutive augmented 9ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1840-1849,#9,19C common-practice pedagogy (not decade-specific in sources),Rare/nonstandard as named 19C chordal interval; treat enharmonically or as chromatic appoggiatura/passing tone.,Resolve by step to chord tone; do not treat as stable extension.,No structural consecutive augmented 9ths.,0 structural,"Not strict; free chromatic dissonance only, from consonance by step or prepared suspension-like.",Resolve by step to consonance.,No structural consecutive augmented 9ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1850-1859,#9,19C common-practice pedagogy (not decade-specific in sources),Rare/nonstandard as named 19C chordal interval; treat enharmonically or as chromatic appoggiatura/passing tone.,Resolve by step to chord tone; do not treat as stable extension.,No structural consecutive augmented 9ths.,0 structural,"Not strict; free chromatic dissonance only, from consonance by step or prepared suspension-like.",Resolve by step to consonance.,No structural consecutive augmented 9ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1860-1869,#9,19C common-practice pedagogy (not decade-specific in sources),Rare/nonstandard as named 19C chordal interval; treat enharmonically or as chromatic appoggiatura/passing tone.,Resolve by step to chord tone; do not treat as stable extension.,No structural consecutive augmented 9ths.,0 structural,"Not strict; free chromatic dissonance only, from consonance by step or prepared suspension-like.",Resolve by step to consonance.,No structural consecutive augmented 9ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1870-1879,#9,19C common-practice pedagogy (not decade-specific in sources),Rare/nonstandard as named 19C chordal interval; treat enharmonically or as chromatic appoggiatura/passing tone.,Resolve by step to chord tone; do not treat as stable extension.,No structural consecutive augmented 9ths.,0 structural,"Not strict; free chromatic dissonance only, from consonance by step or prepared suspension-like.",Resolve by step to consonance.,No structural consecutive augmented 9ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1880-1889,#9,19C common-practice pedagogy (not decade-specific in sources),Rare/nonstandard as named 19C chordal interval; treat enharmonically or as chromatic appoggiatura/passing tone.,Resolve by step to chord tone; do not treat as stable extension.,No structural consecutive augmented 9ths.,0 structural,"Not strict; free chromatic dissonance only, from consonance by step or prepared suspension-like.",Resolve by step to consonance.,No structural consecutive augmented 9ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1890-1899,#9,19C common-practice pedagogy (not decade-specific in sources),Rare/nonstandard as named 19C chordal interval; treat enharmonically or as chromatic appoggiatura/passing tone.,Resolve by step to chord tone; do not treat as stable extension.,No structural consecutive augmented 9ths.,0 structural,"Not strict; free chromatic dissonance only, from consonance by step or prepared suspension-like.",Resolve by step to consonance.,No structural consecutive augmented 9ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1800-1809,11,19C common-practice pedagogy (not decade-specific in sources),Usually prepare as 4-3/11-10 suspension; expanded dominant 11th may be essential but still dissonant.,"Resolve 11th downward by step to 10th/3rd, or as suspension over same bass/chord.",No structural consecutive 11ths/fourths over bass; sequential suspensions possible.,0 structural; suspension sequence no source max,Compound 4th dissonance: prepare by tie or use as passing by step.,"Resolve down by step to 10th/3rd, or continue by step if passing.",No structural consecutive 11ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1810-1819,11,19C common-practice pedagogy (not decade-specific in sources),Usually prepare as 4-3/11-10 suspension; expanded dominant 11th may be essential but still dissonant.,"Resolve 11th downward by step to 10th/3rd, or as suspension over same bass/chord.",No structural consecutive 11ths/fourths over bass; sequential suspensions possible.,0 structural; suspension sequence no source max,Compound 4th dissonance: prepare by tie or use as passing by step.,"Resolve down by step to 10th/3rd, or continue by step if passing.",No structural consecutive 11ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1820-1829,11,19C common-practice pedagogy (not decade-specific in sources),Usually prepare as 4-3/11-10 suspension; expanded dominant 11th may be essential but still dissonant.,"Resolve 11th downward by step to 10th/3rd, or as suspension over same bass/chord.",No structural consecutive 11ths/fourths over bass; sequential suspensions possible.,0 structural; suspension sequence no source max,Compound 4th dissonance: prepare by tie or use as passing by step.,"Resolve down by step to 10th/3rd, or continue by step if passing.",No structural consecutive 11ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1830-1839,11,19C common-practice pedagogy (not decade-specific in sources),Usually prepare as 4-3/11-10 suspension; expanded dominant 11th may be essential but still dissonant.,"Resolve 11th downward by step to 10th/3rd, or as suspension over same bass/chord.",No structural consecutive 11ths/fourths over bass; sequential suspensions possible.,0 structural; suspension sequence no source max,Compound 4th dissonance: prepare by tie or use as passing by step.,"Resolve down by step to 10th/3rd, or continue by step if passing.",No structural consecutive 11ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1840-1849,11,19C common-practice pedagogy (not decade-specific in sources),Usually prepare as 4-3/11-10 suspension; expanded dominant 11th may be essential but still dissonant.,"Resolve 11th downward by step to 10th/3rd, or as suspension over same bass/chord.",No structural consecutive 11ths/fourths over bass; sequential suspensions possible.,0 structural; suspension sequence no source max,Compound 4th dissonance: prepare by tie or use as passing by step.,"Resolve down by step to 10th/3rd, or continue by step if passing.",No structural consecutive 11ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1850-1859,11,19C common-practice pedagogy (not decade-specific in sources),Usually prepare as 4-3/11-10 suspension; expanded dominant 11th may be essential but still dissonant.,"Resolve 11th downward by step to 10th/3rd, or as suspension over same bass/chord.",No structural consecutive 11ths/fourths over bass; sequential suspensions possible.,0 structural; suspension sequence no source max,Compound 4th dissonance: prepare by tie or use as passing by step.,"Resolve down by step to 10th/3rd, or continue by step if passing.",No structural consecutive 11ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1860-1869,11,19C common-practice pedagogy (not decade-specific in sources),Usually prepare as 4-3/11-10 suspension; expanded dominant 11th may be essential but still dissonant.,"Resolve 11th downward by step to 10th/3rd, or as suspension over same bass/chord.",No structural consecutive 11ths/fourths over bass; sequential suspensions possible.,0 structural; suspension sequence no source max,Compound 4th dissonance: prepare by tie or use as passing by step.,"Resolve down by step to 10th/3rd, or continue by step if passing.",No structural consecutive 11ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1870-1879,11,19C common-practice pedagogy (not decade-specific in sources),Usually prepare as 4-3/11-10 suspension; expanded dominant 11th may be essential but still dissonant.,"Resolve 11th downward by step to 10th/3rd, or as suspension over same bass/chord.",No structural consecutive 11ths/fourths over bass; sequential suspensions possible.,0 structural; suspension sequence no source max,Compound 4th dissonance: prepare by tie or use as passing by step.,"Resolve down by step to 10th/3rd, or continue by step if passing.",No structural consecutive 11ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1880-1889,11,19C common-practice pedagogy (not decade-specific in sources),Usually prepare as 4-3/11-10 suspension; expanded dominant 11th may be essential but still dissonant.,"Resolve 11th downward by step to 10th/3rd, or as suspension over same bass/chord.",No structural consecutive 11ths/fourths over bass; sequential suspensions possible.,0 structural; suspension sequence no source max,Compound 4th dissonance: prepare by tie or use as passing by step.,"Resolve down by step to 10th/3rd, or continue by step if passing.",No structural consecutive 11ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1890-1899,11,19C common-practice pedagogy (not decade-specific in sources),Usually prepare as 4-3/11-10 suspension; expanded dominant 11th may be essential but still dissonant.,"Resolve 11th downward by step to 10th/3rd, or as suspension over same bass/chord.",No structural consecutive 11ths/fourths over bass; sequential suspensions possible.,0 structural; suspension sequence no source max,Compound 4th dissonance: prepare by tie or use as passing by step.,"Resolve down by step to 10th/3rd, or continue by step if passing.",No structural consecutive 11ths.,0 structural; non-structural no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1800-1809,#11,19C common-practice pedagogy (not decade-specific in sources),"Chromatic augmented 11th; no strict preparation only when functional/altered, otherwise approach by step.",Resolve as augmented 4th compound: outward or raised note up by semitone to consonant chord tone.,No structural consecutive augmented 11ths.,0 structural; sequence no source max,Dissonant; free chromatic passing/appoggiatura only from consonance.,"Resolve by step to consonance, normally outward from tritone.",No structural consecutive augmented 11ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1810-1819,#11,19C common-practice pedagogy (not decade-specific in sources),"Chromatic augmented 11th; no strict preparation only when functional/altered, otherwise approach by step.",Resolve as augmented 4th compound: outward or raised note up by semitone to consonant chord tone.,No structural consecutive augmented 11ths.,0 structural; sequence no source max,Dissonant; free chromatic passing/appoggiatura only from consonance.,"Resolve by step to consonance, normally outward from tritone.",No structural consecutive augmented 11ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1820-1829,#11,19C common-practice pedagogy (not decade-specific in sources),"Chromatic augmented 11th; no strict preparation only when functional/altered, otherwise approach by step.",Resolve as augmented 4th compound: outward or raised note up by semitone to consonant chord tone.,No structural consecutive augmented 11ths.,0 structural; sequence no source max,Dissonant; free chromatic passing/appoggiatura only from consonance.,"Resolve by step to consonance, normally outward from tritone.",No structural consecutive augmented 11ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1830-1839,#11,19C common-practice pedagogy (not decade-specific in sources),"Chromatic augmented 11th; no strict preparation only when functional/altered, otherwise approach by step.",Resolve as augmented 4th compound: outward or raised note up by semitone to consonant chord tone.,No structural consecutive augmented 11ths.,0 structural; sequence no source max,Dissonant; free chromatic passing/appoggiatura only from consonance.,"Resolve by step to consonance, normally outward from tritone.",No structural consecutive augmented 11ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1840-1849,#11,19C common-practice pedagogy (not decade-specific in sources),"Chromatic augmented 11th; no strict preparation only when functional/altered, otherwise approach by step.",Resolve as augmented 4th compound: outward or raised note up by semitone to consonant chord tone.,No structural consecutive augmented 11ths.,0 structural; sequence no source max,Dissonant; free chromatic passing/appoggiatura only from consonance.,"Resolve by step to consonance, normally outward from tritone.",No structural consecutive augmented 11ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1850-1859,#11,19C common-practice pedagogy (not decade-specific in sources),"Chromatic augmented 11th; no strict preparation only when functional/altered, otherwise approach by step.",Resolve as augmented 4th compound: outward or raised note up by semitone to consonant chord tone.,No structural consecutive augmented 11ths.,0 structural; sequence no source max,Dissonant; free chromatic passing/appoggiatura only from consonance.,"Resolve by step to consonance, normally outward from tritone.",No structural consecutive augmented 11ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1860-1869,#11,19C common-practice pedagogy (not decade-specific in sources),"Chromatic augmented 11th; no strict preparation only when functional/altered, otherwise approach by step.",Resolve as augmented 4th compound: outward or raised note up by semitone to consonant chord tone.,No structural consecutive augmented 11ths.,0 structural; sequence no source max,Dissonant; free chromatic passing/appoggiatura only from consonance.,"Resolve by step to consonance, normally outward from tritone.",No structural consecutive augmented 11ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1870-1879,#11,19C common-practice pedagogy (not decade-specific in sources),"Chromatic augmented 11th; no strict preparation only when functional/altered, otherwise approach by step.",Resolve as augmented 4th compound: outward or raised note up by semitone to consonant chord tone.,No structural consecutive augmented 11ths.,0 structural; sequence no source max,Dissonant; free chromatic passing/appoggiatura only from consonance.,"Resolve by step to consonance, normally outward from tritone.",No structural consecutive augmented 11ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1880-1889,#11,19C common-practice pedagogy (not decade-specific in sources),"Chromatic augmented 11th; no strict preparation only when functional/altered, otherwise approach by step.",Resolve as augmented 4th compound: outward or raised note up by semitone to consonant chord tone.,No structural consecutive augmented 11ths.,0 structural; sequence no source max,Dissonant; free chromatic passing/appoggiatura only from consonance.,"Resolve by step to consonance, normally outward from tritone.",No structural consecutive augmented 11ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1890-1899,#11,19C common-practice pedagogy (not decade-specific in sources),"Chromatic augmented 11th; no strict preparation only when functional/altered, otherwise approach by step.",Resolve as augmented 4th compound: outward or raised note up by semitone to consonant chord tone.,No structural consecutive augmented 11ths.,0 structural; sequence no source max,Dissonant; free chromatic passing/appoggiatura only from consonance.,"Resolve by step to consonance, normally outward from tritone.",No structural consecutive augmented 11ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1800-1809,b13,19C common-practice pedagogy (not decade-specific in sources),"In harmony treated as 13th-chord dissonance; no strict preparation if essential dominant 13th, otherwise prepare/approach by step.",Usually retained as common tone into tonic/minor tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound minor 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1810-1819,b13,19C common-practice pedagogy (not decade-specific in sources),"In harmony treated as 13th-chord dissonance; no strict preparation if essential dominant 13th, otherwise prepare/approach by step.",Usually retained as common tone into tonic/minor tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound minor 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1820-1829,b13,19C common-practice pedagogy (not decade-specific in sources),"In harmony treated as 13th-chord dissonance; no strict preparation if essential dominant 13th, otherwise prepare/approach by step.",Usually retained as common tone into tonic/minor tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound minor 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1830-1839,b13,19C common-practice pedagogy (not decade-specific in sources),"In harmony treated as 13th-chord dissonance; no strict preparation if essential dominant 13th, otherwise prepare/approach by step.",Usually retained as common tone into tonic/minor tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound minor 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1840-1849,b13,19C common-practice pedagogy (not decade-specific in sources),"In harmony treated as 13th-chord dissonance; no strict preparation if essential dominant 13th, otherwise prepare/approach by step.",Usually retained as common tone into tonic/minor tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound minor 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1850-1859,b13,19C common-practice pedagogy (not decade-specific in sources),"In harmony treated as 13th-chord dissonance; no strict preparation if essential dominant 13th, otherwise prepare/approach by step.",Usually retained as common tone into tonic/minor tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound minor 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1860-1869,b13,19C common-practice pedagogy (not decade-specific in sources),"In harmony treated as 13th-chord dissonance; no strict preparation if essential dominant 13th, otherwise prepare/approach by step.",Usually retained as common tone into tonic/minor tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound minor 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1870-1879,b13,19C common-practice pedagogy (not decade-specific in sources),"In harmony treated as 13th-chord dissonance; no strict preparation if essential dominant 13th, otherwise prepare/approach by step.",Usually retained as common tone into tonic/minor tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound minor 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1880-1889,b13,19C common-practice pedagogy (not decade-specific in sources),"In harmony treated as 13th-chord dissonance; no strict preparation if essential dominant 13th, otherwise prepare/approach by step.",Usually retained as common tone into tonic/minor tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound minor 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1890-1899,b13,19C common-practice pedagogy (not decade-specific in sources),"In harmony treated as 13th-chord dissonance; no strict preparation if essential dominant 13th, otherwise prepare/approach by step.",Usually retained as common tone into tonic/minor tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound minor 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1800-1809,13,19C common-practice pedagogy (not decade-specific in sources),In harmony treated as 13th-chord dissonance though equivalent to sixth; no strict preparation if essential dominant 13th.,Often retained as common tone into tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound major 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1810-1819,13,19C common-practice pedagogy (not decade-specific in sources),In harmony treated as 13th-chord dissonance though equivalent to sixth; no strict preparation if essential dominant 13th.,Often retained as common tone into tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound major 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1820-1829,13,19C common-practice pedagogy (not decade-specific in sources),In harmony treated as 13th-chord dissonance though equivalent to sixth; no strict preparation if essential dominant 13th.,Often retained as common tone into tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound major 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1830-1839,13,19C common-practice pedagogy (not decade-specific in sources),In harmony treated as 13th-chord dissonance though equivalent to sixth; no strict preparation if essential dominant 13th.,Often retained as common tone into tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound major 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1840-1849,13,19C common-practice pedagogy (not decade-specific in sources),In harmony treated as 13th-chord dissonance though equivalent to sixth; no strict preparation if essential dominant 13th.,Often retained as common tone into tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound major 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1850-1859,13,19C common-practice pedagogy (not decade-specific in sources),In harmony treated as 13th-chord dissonance though equivalent to sixth; no strict preparation if essential dominant 13th.,Often retained as common tone into tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound major 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1860-1869,13,19C common-practice pedagogy (not decade-specific in sources),In harmony treated as 13th-chord dissonance though equivalent to sixth; no strict preparation if essential dominant 13th.,Often retained as common tone into tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound major 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1870-1879,13,19C common-practice pedagogy (not decade-specific in sources),In harmony treated as 13th-chord dissonance though equivalent to sixth; no strict preparation if essential dominant 13th.,Often retained as common tone into tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound major 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1880-1889,13,19C common-practice pedagogy (not decade-specific in sources),In harmony treated as 13th-chord dissonance though equivalent to sixth; no strict preparation if essential dominant 13th.,Often retained as common tone into tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound major 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1890-1899,13,19C common-practice pedagogy (not decade-specific in sources),In harmony treated as 13th-chord dissonance though equivalent to sixth; no strict preparation if essential dominant 13th.,Often retained as common tone into tonic third or resolves by step according to chord form.,Context-only; no general rule allowing same 13ths as parallels.,no source max,Compound major 6th: consonance in counterpoint; no preparation.,No required resolution; use smooth melodic motion.,Yes; several consecutive compound sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
